id	status	old_name	new_name	author	year	topic	tier	wave	seq	conf	notes	words
247	RENAMED	VL-JEPA.md	chen-2025-vl-jepa.md	chen	2025	ssl-representation	M	7	168	M	year arXiv-ID-decoded (2512.10942); 4 equal-contribution first authors, Delong Chen listed first	6289
248	RENAMED	Vector Symbolic Algebras for the Abstraction and Reasoning Corpus.md	joffe-2025-vector-symbolic-algebras-arc.md	joffe	2025	neurosymbolic	M	9	185	M	year arXiv-ID-decoded (2511.08747)	10959
249	RENAMED	Vision-Language-Action Models for Robotics A Review Towards Real-World Applications.md	kawaharazuka-2025-vision-language-action-robotics.md	kawaharazuka	2025	embodied-robotics	S	99	302	M	year arXiv-ID-decoded (2510.07077); 'review' dropped from slug per convention	19349
250	RENAMED	Weak-SIGReg Covariance Regularization for Stable Deep Learning.md	akbar-2026-weak-sigreg-covariance-regularization.md	akbar	2026	ssl-representation	M	7	169	M	year arXiv-ID-decoded (2603.05924); builds on LeJEPA SIGReg	2264
251	RENAMED	What Makes Human Cognition Unique_.md	tomasello-2007-shared-collective-intentionality.md	tomasello	2007	evolution-comparative	F	14	297	H	year from body (Intellectica 2007/2-3, 46-47, pp.25-48)	12026
252	RENAMED	What Type of Inference is Active Inference.md	nuijten-2026-what-inference-is-active-inference.md	nuijten	2026	active-inference	F	6	130	H		4909
253	RENAMED	World models and predictive coding for cognitive and developmental robotics frontiers and challenges.md	taniguchi-2023-world-models-predictive-coding-robotics.md	taniguchi	2023	world-models	S	7	144	H		10693
254	RENAMED	analogy_reasoning.md	holyoak-2012-analogy-relational-reasoning.md	holyoak	2012	analogy-abstraction	S	9	186	H	Oxford Handbook of Thinking and Reasoning ch.13, pp.234-259; year from citation line in body	14843
255	RENAMED	backprop_in_the_brain.md	millidge-2020-activation-relaxation.md	millidge	2020	plasticity	M	4	71	H	year from dateline in body (October 13, 2020)	5105
256	RENAMED	barlow_twins.md	zbontar-2021-barlow-twins.md	zbontar	2021	ssl-representation	M	7	161	M	'Copyright 2021' found by full-file grep; ICML 2021	5894
257	RENAMED	bolzman-machine-transcript.txt	talk-nd-boltzmann-machines.txt	talk	nd	attractor-dynamics	X	3	58	M	unattributed YouTube transcript (old name misspells 'bolzman'); body mentions 2024 but no recording date	4272
258	RENAMED	brain-equation-transcript.txt	talk-nd-hodgkin-huxley-model.txt	talk	nd	neuron-models	X	3	61	M	unattributed YouTube transcript; no recording date	3516
259	RENAMED	brain-learning-algorithm-transcript.txt	talk-nd-brain-learning-algorithm.txt	talk	nd	plasticity	X	4	80	M	unattributed YouTube transcript on backprop vs biological learning; no recording date	4001
260	RENAMED	brain-learning-limits-transcript.txt	talk-nd-brain-learning-limits.txt	talk	nd	plasticity	X	4	81	M	unattributed YouTube transcript on constraints on learnable neural activity patterns; no recording date	2721
261	RENAMED	building_machine_that_thinks_like_people.md	lake-2017-machines-learn-think-like-people.md	lake	2017	foundations	F	0	8	H	Behavioral and Brain Sciences 2017 confirmed by web search (arXiv 1604.00289, 2016)	23759
262	RENAMED	cazalets-hag-reservoir-2025.md	cazalets-2025-hebbian-reservoir-adaptation.md	cazalets	2025	plasticity	M	4	75	M	author taken from pre-existing pdf-derived filename, not visible in dump; year DOI-decoded (10.1038/s41467-025-67137-1, accepted 24 Nov 2025)	10508
263	RENAMED	cognitivemap.md	whittington-2022-how-to-build-a-cognitive-map.md	whittington	2022	hippocampal-entorhinal	S	2	21	H	Nat Neurosci 25:1257-1272, 2022 confirmed by web search	12013
264	RENAMED	convergence-wiring-transcript.txt	talk-nd-small-world-graphs.txt	talk	nd	brain-networks	X	12	261	M	unattributed YouTube transcript; no recording date	2677
265	RENAMED	cross-entropy-first-principles-transcript.txt	talk-nd-cross-entropy-first-principles.txt	talk	nd	foundations	X	0	15	M	unattributed YouTube transcript; no recording date	3680
266	RENAMED	deco (2011) emerging concepts for the dynamical organization of resting-state activity in the brain.md	deco-2011-resting-state-dynamical-organization.md	deco	2011	brain-networks	S	12	248	H	year from old filename 'deco (2011)'; Nat Rev Neurosci review	10050
267	RENAMED	engram-transcript.txt	talk-nd-memory-engram.txt	talk	nd	memory-consolidation	X	4	85	M	unattributed YouTube transcript; no recording date	4075
268	RENAMED	forbus-gentner-law-macfac-1995.md	forbus-1995-macfac-similarity-retrieval.md	forbus	1995	analogy-abstraction	M	9	190	M	body header prints 'COGNITIVE SCIENCE 19, 141-205 (1994)' but the volume is 1995 and MAC/FAC is cited as 1995; pdf filename also says 1995	25446
269	RENAMED	free-energy-principle-transcript.txt	talk-nd-free-energy-principle.txt	talk	nd	active-inference	X	6	134	M	unattributed YouTube transcript; no recording date	3240
270	RENAMED	garrido-intuitive-physics-vjepa-2025.md	garrido-2025-intuitive-physics-v-jepa.md	garrido	2025	world-models	R	7	157	M	year and author from pre-existing pdf-derived filename; no date in dump	4777
271	RENAMED	generalization.md	whittington-2018-structural-knowledge-generalisation.md	whittington	2018	hippocampal-entorhinal	M	2	28	M	'NIPS 2018' found by full-file grep; precursor to TEM (id 211) - both kept, sequence them together in the ordering pass	6083
272	RENAMED	goodman2024probabilistic.md	goodman-2024-probabilistic-programs-language-thought.md	goodman	2024	neurosymbolic	F	9	179	M	book chapter 18; year from pre-existing filename 'goodman2024probabilistic', not visible in dump	16768
273	RENAMED	gridlikecode.md	constantinescu-2016-gridlike-code-concepts.md	constantinescu	2016	hippocampal-entorhinal	R	2	38	H	'accepted 17 May 2016', doi 10.1126/science.aaf0941 found by full-file grep	4726
274	RENAMED	harvey-unsupervised-hierarchical-skill-discovery-2026.md	harvey-2026-hierarchical-skill-discovery.md	harvey	2026	rl-planning	M	6	142	M	year from pre-existing pdf-derived filename; 'unsupervised' dropped to fit 40-char slug	14314
275	RENAMED	how-your-brain-organizes-information-transcript.txt	talk-nd-brain-organizes-information.txt	talk	nd	hippocampal-entorhinal	X	2	50	M	unattributed YouTube transcript on generalisation across contexts / cognitive maps; no recording date	4244
276	RENAMED	jepa.md	assran-2023-i-jepa.md	assran	2023	ssl-representation	M	7	164	H	CVPR 2023 confirmed by web search	5185
277	RENAMED	keck-symmetry-local-rules-navigation-2025.md	keck-2025-symmetry-local-rules-navigation.md	keck	2025	hippocampal-entorhinal	M	2	33	M	author and year from pre-existing pdf-derived filename; successor-representation learning rules	13028
278	RENAMED	kerjan-pcn-imagenet-eqprop-2026.md	kerjan-2026-predictive-coding-imagenet-eqprop.md	kerjan	2026	predictive-coding	M	6	126	M	year from pre-existing pdf-derived filename; Rain AI, equilibrium propagation	11833
279	RENAMED	landmark-orientation.md	seelig-2015-landmark-orientation-path-integration.md	seelig	2015	hippocampal-entorhinal	R	2	37	H	year from body (Nature 2015 May 14; 521(7551):186-191); fly central complex	8914
280	RENAMED	li-scr-universal-2024.md	li-2024-simple-cycle-reservoirs-universal.md	li	2024	sequence-models	F	8	170	H	year from body (JMLR 25 (2024), published 5/24)	12711
281	RENAMED	lindsey-recall-gated-plasticity-2024.md	lindsey-2024-recall-gated-plasticity.md	lindsey	2024	plasticity	M	4	73	H	year from body (eLife, 18 7 2024, 10.7554/eLife.90793)	21668
282	RENAMED	litman-eqprop-without-limits-2025.md	litman-2025-eqprop-without-limits.md	litman	2025	plasticity	F	4	68	M	year from pre-existing pdf-derived filename; single author Elon Litman	6654
283	RENAMED	macfac-gentner-forbus-1991.md	gentner-1991-macfac-similarity-retrieval.md	gentner	1991	analogy-abstraction	M	9	189	M	year from pre-existing pdf-derived filename; earlier conference version of the MAC/FAC model - near-duplicate of id 268 (forbus-1995), decide in pass 3 whether both are ingested	5150
284	RENAMED	making_working_mem_work.md	oreilly-2006-making-working-memory-work.md	o'reilly	2006	working-memory	M	5	87	H	Neural Computation 18(2):283-328, 2006 confirmed by web search	15689
285	RENAMED	math benchmark.md	hendrycks-2021-math-dataset.md	hendrycks	2021	reasoning-eval	B	10	217	M	'NeurIPS 2021' found by full-file grep	6118
286	RENAMED	memory-gate-transcript.txt	talk-nd-memory-gating.txt	talk	nd	memory-consolidation	X	4	86	M	unattributed YouTube transcript on selection of memories for long-term storage; no recording date	2563
287	RENAMED	peng-gcq-grid-code-quantization-2025.md	peng-2025-grid-code-quantization-world-models.md	peng	2025	world-models	M	7	151	M	year from pre-existing pdf-derived filename; vector quantization with grid-like codes	9479
288	RENAMED	pfc.md	wood-2003-prefrontal-representational-perspectives.md	wood	2003	prefrontal-control	S	5	99	H	Nat Rev Neurosci 4:139-147, 2003 confirmed by web search; doi 10.1038/nrn1033	8692
289	RENAMED	plate-hrr-analogical-similarity-1993.md	plate-1993-hrr-analogical-similarity.md	plate	1993	neurosymbolic	M	9	180	M	year from pre-existing pdf-derived filename; holographic reduced representations	3533
290	RENAMED	raven.md	barrett-2018-measuring-abstract-reasoning.md	barrett	2018	reasoning-eval	B	10	213	M	'Copyright 2018' found by full-file grep; ICML 2018, introduces the PGM dataset	6189
291	RENAMED	reservoir-computing-transcript.txt	talk-nd-reservoir-computing.txt	talk	nd	sequence-models	X	8	176	M	unattributed YouTube transcript on autonomous pattern generation; no recording date	2315
292	RENAMED	schaeffer-no-free-lunch-2022.md	schaeffer-2022-no-free-lunch-hippocampal-models.md	schaeffer	2022	hippocampal-entorhinal	F	2	27	M	year from pre-existing pdf-derived filename; critique of deep-learning models of the entorhinal-hippocampal circuit	6214
293	RENAMED	shortcut learning.md	geirhos-2020-shortcut-learning.md	geirhos	2020	foundations	S	0	2	H	doi 10.1038/s42256-020-00257-z found by full-file grep; Nat Mach Intell 2020	8707
294	RENAMED	slipchenko-rachkovskij-analogical-mapping-2009.md	slipchenko-2009-analogical-mapping.md	slipchenko	2009	neurosymbolic	M	9	181	M	year from journal front matter in dump (Int. J. Information Theories & Applications Vol.16/2009); only the journal masthead is visible, not the article title page	9637
295	RENAMED	sparse_representations.md	ahmad-2016-sparse-representations-active-dendrites.md	ahmad	2016	neuron-models	F	3	59	M	arXiv:1601.00720 (Jan 2016) found by full-file grep	6906
296	RENAMED	supervised_spiking_nn.md	gardner-2016-snn-precise-temporal-encoding.md	gardner	2016	spiking-neuromorphic	M	11	241	H	PLoS ONE 11(8):e0161335, Aug 2016 confirmed by web search (Gardner & Gruning)	11794
297	RENAMED	t-TEM.md	whittington-2022-transformers-hippocampal-formation.md	whittington	2022	hippocampal-entorhinal	M	2	30	H	year from body (published as a conference paper at ICLR 2022); TEM-transformer, old name 't-TEM.md'	8823
298	RENAMED	towards_biologically_plausuble_DL.md	bengio-2015-biologically-plausible-deep-learning.md	bengio	2015	plasticity	F	4	66	H	arXiv 1502.04156 (Feb 2015) confirmed by web search	6996
299	RENAMED	transformer_wm_limit.md	gong-2024-self-attention-working-memory-limit.md	gong	2024	working-memory	R	5	94	M	'NeurIPS 2024' found by full-file grep	4392
300	RENAMED	venkatesh-spelke-segments-2025.md	venkatesh-2025-spelke-segments.md	venkatesh	2025	world-models	M	7	152	M	year from pre-existing pdf-derived filename; Stanford NeuroAI Lab	10971
301	RENAMED	vicreg.md	bardes-2022-vicreg.md	bardes	2022	ssl-representation	M	7	162	H	year from body (published as a conference paper at ICLR 2022)	11252
302	RENAMED	weller-embedding-retrieval-limits-2026.md	weller-2026-embedding-retrieval-limits.md	weller	2026	ssl-representation	F	7	159	H	year from body (ICLR 2026); theoretical capacity limit of vector embeddings for retrieval - filed under ssl-representation for want of a retrieval/memory-capacity cluster, revisit in pass 4	12471
303	RENAMED	ying-neural-subgraph-matching-2020.md	ying-2020-neural-subgraph-matching.md	ying	2020	latent-graph	M	1	16	M	year from pre-existing pdf-derived filename	10031
